ch1_path,ch2_path,ch1_baseline_v,ch1_baseline_std_v,ch1_peak_time_ns,ch1_amplitude_v,ch1_t0_ns,ch1_charge_v_s,ch1_saturated,ch2_baseline_v,ch2_baseline_std_v,ch2_peak_time_ns,ch2_amplitude_v,ch2_t0_ns,ch2_charge_v_s,ch2_saturated,delta_t_ns
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06310.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06310.trc,-0.005032229423522949,0.007970237731933595,-74.8337910972023,0.1932783842086792,-77.37480672489099,2.3146860609380077e-09,False,-0.002348601818084717,0.0010501710302468624,-19.61171918837718,0.11955364793539047,-23.346545257938757,1.3780745636132265e-09,False,54.02826146695223
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06331.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06331.trc,-0.0030396699905395506,0.0048807538929786995,-81.81144721400464,1.9287986040115357,-85.35000446356243,2.1843806594392782e-08,False,-0.0021825551986694334,0.0015664806746055653,-21.787456008759957,0.043338197469711306,-25.39389748034175,4.788377490203847e-10,False,59.95610698322068
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06347.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06347.trc,-0.005032229423522949,0.0048807538929787,-99.11261040712722,1.0998934030532836,-102.68737257661782,1.306685512841394e-08,False,-0.0036769747734069825,0.0016269179643262333,-21.681661752361567,0.0601089209318161,-24.302710266091033,4.859142245242193e-10,False,78.38466231052678
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06350.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06350.trc,-0.008021068572998048,0.005365130467313039,-94.27526253927901,1.216458249092102,-97.90671398154585,1.3835493730620036e-08,False,-0.0036769747734069825,0.0019364197002244038,-20.04559341545976,0.32578367590904234,-22.448371971010033,2.4325938860452213e-09,False,75.45834201053582
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06351.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06351.trc,-0.005032229423522949,0.006608572011689238,-81.68736724332048,0.47223682403564454,-84.2583948666118,5.305718512542457e-09,False,-0.003344881534576416,0.0013283729553222655,-20.462896213970907,0.09032942056655884,-23.684183741985684,9.329579099221566e-10,False,60.57421112462611
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06364.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06364.trc,-0.006028509140014649,0.004565527214172356,-104.51419818702772,0.1823193073272705,-107.03020381838088,1.8207321051857541e-09,False,-0.0036769747734069825,0.0014475608678955567,-20.080450558316866,0.11988574117422104,-23.286732200751246,1.1867454602417796e-09,False,83.74347161762964
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06381.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06381.trc,-0.006028509140014649,0.004565527214172356,-78.91081908231384,0.26202168464660647,-81.74195066749454,2.610101659207396e-09,False,-0.0030127882957458494,0.0019925594329833984,-19.887227730489897,0.2749733805656433,-22.48462953470285,3.042461617558943e-09,False,59.25732113279169
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06389.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06389.trc,-0.00403594970703125,0.006683247512038973,-102.96098699298317,0.35367947816848755,-106.04972155912317,4.017611067230268e-09,False,-0.0036769747734069825,0.0016269179643262333,-24.12947854342847,0.03022051453590393,-26.540442190172463,1.658141802405182e-10,False,79.5092793689507
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06392.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06392.trc,-0.006028509140014649,0.004565527214172356,-105.64839229684698,0.2919101357460022,-108.77964323954251,3.1881751616296434e-09,False,-0.003344881534576416,0.0011014286686148729,-24.015764257714206,0.032213073968887326,-26.556779885402896,3.3378783264087315e-10,False,82.2228633541396
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06410.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06410.trc,-0.006028509140014649,0.006379302799930726,-77.15638506044219,0.24209609031677246,-79.78743667493876,2.9459822683630085e-09,False,-0.0030127882957458494,0.0008134589821631167,-21.13399326888048,0.0640940397977829,-24.26724578934768,6.622266503358217e-10,False,55.52019088559108
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06414.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06414.trc,-0.007024788856506347,0.003985118865966797,-103.872243989261,0.9783472180366516,-107.52870552084623,1.0677617177220012e-08,False,-0.004175114631652832,0.00089418841121884,-22.439695920812362,0.043006104230880735,-25.77102743270345,4.5189424502715734e-10,False,81.75767808814278
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06432.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06432.trc,-0.0030396699905395506,0.006608572011689238,-91.67650863467074,1.0421091794967652,-94.96982484200586,1.1378680814632029e-08,False,-0.003344881534576416,0.0015218424047241186,-20.047879129745418,0.1567481130361557,-22.81698595274256,1.4852840070205706e-09,False,72.15283888926331
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06444.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06444.trc,-0.00403594970703125,0.004981398582458496,-101.38271291247979,2.3562028408050537,-105.21638812307178,3.490268878710149e-08,False,-0.0028467416763305665,0.0014944195747375487,-23.35152434566171,0.03271121382713318,-26.537797878806757,2.973757556827229e-10,False,78.67859024426502
/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C1_06452.trc,/Users/virgolaema/Software/3det/Osc_Data/AmBe_therma_coincidence_1750V_3x3_sample/C2_06452.trc,-0.007024788856506347,0.007455474721008429,-100.27251880266066,0.16139737367630005,-103.08364266010227,1.6566788212776996e-09,False,-0.003344881534576416,0.0011014286686148729,-21.641090323790106,0.05047820210456848,-24.882385848873323,4.761467599379895e-10,False,78.20125681122894
